Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_10/14_16/6abd5af0_8651_4998_8c8e_a3c40117ef22/preview_00879358_001.jpg,altar; funerary equipment,"No: 1825,0713.5",,,,Marble funerary altar decorated with animal heads and leafy garlands; inscription.,,,,,,,Hellenistic,150BC-90BC,Made in: Greece (? presumably made close to where it was found),Excavated/Findspot: Delos,marble,,,,Diameter: 36.83 centimetres; Height: 44.45 centimetres,Inscription type: inscription Inscription language: Greek Inscription translation: (The memorial) of Sosikles of Tlos and of his mother Agathameris.,,Sculpture / Catalogue of Greek Sculpture in the British Museum; Inscription / The Collection of Ancient Greek Inscriptions in the British Museum,Not on display,,,,Named in inscription: Sosikles;  Named in inscription: Agathameris,,,,Donated by: A E Impey,,,Previous owner/ex-collection: William Rooke,1825,"Register records that the marbles were collected about 1810 by Col Rooke in the archipelago, chiefly at Delos. They became the property of his brother Mr William Rooke, who gave them to Mr Impey, who transferred them to the Trustees on condition that they brought them to England and paid warehouse charges. See Letters on Antiquities and Additions to Antiquities 1825-26.",,Greek and Roman,,"1825,0713.5",,,
https://media.britishmuseum.org/media/Repository/Documents/2020_3/16_15/366cc1e4_c7f2_48a2_ab04_ab8000fbaf9d/preview_GAA63893__4_.jpg,altar; base,"No: 1816,0610.330",,,,Fragment from angle of Parian marble small altar or plinth; relief decoration including Maenad with thrysos on one face and dancing woman on reverse.,,,,,,,Classical Greek,300 BC - 100 BC,Made in: Attica (Greece),,marble,,,,"Height: 24 centimetres max ",,,Sculpture / Catalogue of Greek Sculpture in the British Museum,Not on display,,,dance; mythical figure/creature,,,,,"Purchased from: Thomas Bruce, 7th Earl of Elgin",,,,1816,,,Greek and Roman,,"1816,0610.330",,,
https://media.britishmuseum.org/media/Repository/Documents/2015_5/26_11/7350a8e4_723b_4140_bd1c_a4a400b82c4d/preview_sc_1107_ps189875.jpg,altar; base,"No: 1847,0424.15",,,,"Circular altar or pedestal, on which is a relief representing five male and five female figures.  The upper part of the pedestal with the heads of the figures is broken away, and the sculptures are very worn.  The figures may represent deities although it is impossible to identify exactly which ones.",,,,,,,Hellenistic,300 BC - 200 BC,,Excavated/Findspot: Halicarnassus,marble,,,,Diameter: 100.58 centimetres; Height: 85.34 centimetres,,"The altar was drawn by R. Dalton in 1749, and published with the Mausoleum reliefs.  He describes the subject (Letter on XII. Designs of Raphael, etc., p.32) as a marriage.  All the figures are drawn as perfect, but have probably been restored.  Another view by Dalton shows the altar standing on open ground near the place where the Mausoleum was afterwards found.
The altar was mentioned in ALLAN, John H. A Pictorial Tour in the Mediterranean: Including Malta-Dalmatia-Turkey-Asia Minor-Grecian Archipelago-Egypt-Nubia-Greece-Ionian Islands-Sicily-Italy-and Spain, London, Longman, Brown, Green, and Longmans, 1843.   The altar is drawn, and appears to have been built into part of a later wall.  The description tells us that it was located near the theatre at that point in time.  Harrison was a member of the Athenian Archaeological Society and the Egyptian Society of Cairo. He made a journey to the Mediterranean from April 1841 to June 1842.",Sculpture / Catalogue of Greek Sculpture in the British Museum,Not on display,,,deity (?),,,,,Donated by: 'Abd al-Majid,,,,1846,,,Greek and Roman,,"1847,0424.15",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/15_13/49bd2f76_6b66_48c0_90ee_a3c500d9c60c/preview_00942912_001.jpg,anatomical votive,"No: 1816,0610.214",,,,"Marble votive relief with eyes. It was dedicated to Zeus, and placed in the shrine by one Philomation, either in the hope of preventing eye disease or a thank-offering for a cure.",,,,,,,Roman,2ndC-3rdC,,Excavated/Findspot: Pnyx (near),marble,,,,Height: 8.89 centimetres; Width: 13.97 centimetres,Inscription type: inscription Inscription language: Greek,,Sculpture / Catalogue of Greek Sculpture in the British Museum; Inscription / The Collection of Ancient Greek Inscriptions in the British Museum; CIG,On display (G69/dc12),"In search of Classical Greece: travel drawings of Edward Dodwell and  Simone Pomardi, 1805-1806  (7 February – 28 April 2013) Room 90",,classical deity,Named in inscription: Zeus/Jupiter;  Named in inscription: Philomation,,,,"Purchased from: Thomas Bruce, 7th Earl of Elgin",,,,1816,,,Greek and Roman,,"1816,0610.214",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_19/c68e3ab7_e54e_481b_8e46_a3e101458e2c/preview_00126029_001.jpg,anatomical votive,No: M.560,,,,Votive phallus; wax; fragmentary (numerous).,,,,,,,,18thC,Made in: Italy,Found/Acquired: Naples (city) (near);  Found/Acquired: Isernia (town),wax,,,,Length: 2.40 inches,,"Jenkins & Sloan 1996 pp238-239
Comment refers to M.560-64 (part) and Witt.319-20
St Cosmo's 'big toe'
Wax ex votos from Isernia, southern Italy 
On 17 July 1781 Sir William Hamilton wrote to Joseph Banks, President of the Royal   Society, notifying him that he had, as he thought, discovered 'the Cult of Priapus in as full vigour, as in the days of the Greeks and Romans, at Isernia in Abruzzo'. He goes on to  explain that the  cult consisted of an ancient festival in reverence of St Cosmo's 'big toe', a local euphemism for a phallus. It is not known what was meant exactly by this. Perhaps it was a relic of the saint, or another term for the wax models of male genitalia that were sold at the festival for dedication in the shrine.
Hamilton had got to hear of the 'cult' through an engineer who was supervising the construction of a new road through Isernia. Assuming the cult had its origins in antiquity, Sir William asked the governor of the town to make a search for evidence of an ancient temple hear St Cosmo's shrine. The search was fruitless, but a number of inscriptions were copied in the process, and Hamilton passed on a record of these to the Royal Society. He also sent a copy of the eye-witness report of the festival. This was subsequently published, with Sir William's explanation, by the Society of Dilettanti in a volume that principally consisted of a Discourse on the Worship of Priapus by Hamilton's younger contemporary Richard Payne Knight.
Sir William explains how an annual fair lasting three days was held at the shrine of SS Cosmo and Damiano. Relics of the saints were exposed and then carried in procession from the cathedral to the shrine: In the city, and at the fair, ex voti of wax, representing the male parts of generation, of various dimensions, some even of the length of a palm, are publicly offered for sale. There are also waxen vows, that represent other parts of the body mixed with them .... The devout distributers of the vows carry a basket full of them in one 	hand, and hold a plate in the other to receive the money, crying aloud, 'St Cosmo and Damiano!' If you ask the price of one, the answer is, più ci metti, più meriti: 'The more you give, the more's the merit' ... The Vows are chiefly presented by the female sex, and they are seldom such as represent legs, arms, etc, but more commonly the male parts of regeneration. Hamilton goes on to explain how prayers are said as the votive is handed over. One woman was heard to say 'Blessed St Cosmo, let it be like this'. Other worshippers approach the great altar to receive unction with the oil of St Cosmo,  exposing the afflicted part of the body, 'not even excepting that which is most frequently represented by the ex voti'.
Hamilton had not himself been present at the festival proceedings and, between his first becoming aware of it and the Dilettanti Society's publication, the rites were suppressed by the local Catholic clergy. (Eventually Isernia itself was to be destroyed in an earthquake that struck the area on 26 July 1805.) Sir William did, however, manage to acquire  some  of the  wax  ex  votos.  He deposited five of these in the British Museum when he was in England in  1784, with instructions to the Revd Dr Paul Henry Maty,   Keeper  of Natural  and  Artificial Productions, to 'keep hands off of them'. The intentional irony of this remark shows that, although Sir William was in earnest about his claims to have discovered a survival of an ancient cult, and therefore wished to see the ex votos placed alongside his collection of ancient 'Priapi' in the Museum, he nonetheless saw the funny side of it all. Earlier he had signed a letter to Joseph Banks with the wish that his 'big toe' may never fail him.
No contemporary record in the Museum has been found of Sir William's gift, but a register compiled in the second part of the nineteenth century does include it. This document lists erotic objects principally in the collection of George Witt, presented to the Museum in   1865,  but also in other collections, Sir William's included.  It is noted that two, M.562 and M.563, were broken.
Subsequently, it seems, all five of these unusually fragile objects were reduced to fragments. Their original appearance can, however be seen in the engraving that formed the frontispiece to the Dilettanti Society's publication.
Sir William, it seems, was not the only collector to acquire examples of St Cosmo's 'big toe'. The Witt collection itself contains two (Witt.319-20) which are carefully preserved by virtue of the case made especially for them. These are identical with pieces in the engraving and show that more than one cast was struck from the master mould taken from any one member.
LITERATURE: British Library, Add. MS 34,048, ff. 12-14, Hamilton to Banks, letter dated 17 July 1781; Add. MS 34,048, f.17, letter dated 7 June 1784; Hamilton's account in a letter dated 30 December 1781 is published in Payne Knight, pp. 3-8 of the reprinted edition (ed. Garrison); Johns, p. 25, fig.11 (the Witt Collection pieces are illustrated here); Funnell, pp. 50-51; Carabelli (1996).; See also: Davis, W (2008), 'Wax tokens of libido: William Hamilton, Richard Payne Knight, and the phalli of Isernia' in Panzanelli (ed.) Ephemeral Bodies: Wax Sculpture and the Human Figure (Getty Research Institute: Los Angeles)",Johns 1982 / Sex or Symbol? Erotic Images of Greece and Rome; Jenkins & Sloan 1996 / Vases and Volcanoes - Sir William Hamilton and his collection,Not on display,,,eroticism/sex,,,,,Donated by: Sir William Hamilton,,,,,,,"Britain, Europe and Prehistory",,M.560,,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_23/1cc7e87e_c377_46d4_ad75_a3ba0180ab1d/preview_00273156_001.jpg,anatomical votive,No: WITT.320,,,,"Votive phallus; wax; leather-covered, wooden case lined with satin.",,,,,,,,18thC (?),Made in: Italy,Found/Acquired: Naples (city) (near);  Found/Acquired: Isernia (town) (?),wax; leather; wood; textile,,,,"Length: 65 millimetres; Width: 23 millimetres At widest point ",,"The leather-covered case contains also WITT.319.
Rust-brown label presumably refers to Witt MSS catalogue but does not correspond to any surviving catalogues.; Jenkins & Sloan 1996
Comment refers to M.560-64 (part) and Witt.319-20
St Cosmo's 'big toe'
Wax ex votos from Isernia, southern Italy 
On 17 July 1781 Sir William Hamilton wrote to Joseph Banks, President of the Royal   Society, notifying him that he had, as he thought, discovered 'the Cult of Priapus in as full vigour, as in the days of the Greeks and Romans, at Isernia in Abruzzo'. He goes on to  explain that the  cult consisted of an ancient festival in reverence of St Cosmo's 'big toe', a local euphemism for a phallus. It is not known what was meant exactly by this. Perhaps it was a relic of the saint, or another term for the wax models of male genitalia that were sold at the festival for dedication in the shrine.
Hamilton had got to hear of the 'cult' through an engineer who was supervising the construction of a new road through Isernia. Assuming the cult had its origins in antiquity, Sir William asked the governor of the town to make a search for evidence of an ancient temple hear St Cosmo's shrine. The search was fruitless, but a number of inscriptions were copied in the process, and Hamilton passed on a record of these to the Royal Society. He also sent a copy of the eye-witness report of the festival. This was subsequently published, with Sir William's explanation, by the Society of Dilettanti in a volume that principally consisted of a Discourse on the Worship of Priapus by Hamilton's younger contemporary Richard Payne Knight.
Sir William explains how an annual fair lasting three days was held at the shrine of SS Cosmo and Damiano. Relics of the saints were exposed and then carried in procession from the cathedral to the shrine: In the city, and at the fair, ex voti of wax, representing the male parts of generation, of various dimensions, some even of the length of a palm, are publicly offered for sale. There are also waxen vows, that represent other parts of the body mixed with them .... The devout distributers of the vows carry a basket full of them in one	hand, and hold a plate in the other to receive the money, crying aloud, 'St Cosmo and Damiano!' If you ask the price of one, the answer is, più ci metti, più meriti: 'The more you give, the more's the merit' ... The Vows are chiefly presented by the female sex, and they are seldom such as represent legs, arms, etc, but more commonly the male parts of regeneration. Hamilton goes on to explain how prayers are said as the votive is handed over. One woman was heard to say 'Blessed St Cosmo, let it be like this'. Other worshippers approach the great altar to receive unction with the oil of St Cosmo,  exposing the afflicted part of the body, 'not even excepting that which is most frequently represented by the ex voti'.
Hamilton had not himself been present at the festival proceedings and, between his first becoming aware of it and the Dilettanti Society's publication, the rites were suppressed by the local Catholic clergy. (Eventually Isernia itself was to be destroyed in an earthquake that struck the area on 26 July 1805.) Sir William did, however, manage to acquire  some  of the  wax  ex  votos.  He deposited five of these in the British Museum when he was in England in  1784, with instructions to the Revd Dr Paul Henry Maty,   Keeper  of Natural  and  Artificial Productions, to 'keep hands off of them'. The intentional irony of this remark shows that, although Sir William was in earnest about his claims to have discovered a survival of an ancient cult, and therefore wished to see the ex votos placed alongside his collection of ancient 'Priapi' in the Museum, he nonetheless saw the funny side of it all. Earlier he had signed a letter to Joseph Banks with the wish that his 'big toe' may never fail him.
No contemporary record in the Museum has been found of Sir William's gift, but a register compiled in the second part of the nineteenth century does include it. This document lists erotic objects principally in the collection of George Witt, presented to the Museum in   1865,  but also in other collections, Sir William's included.  It is noted that two, M.562 and M.563, were broken.
Subsequently, it seems, all five of these unusually fragile objects were reduced to fragments. Their original appearance can, however be seen in the engraving that formed the frontispiece to the Dilettanti Society's publication.
Sir William, it seems, was not the only collector to acquire examples of St Cosmo's 'big toe'. The Witt collection itself contains two (Witt.319-20) which are carefully preserved by virtue of the case made especially for them. These are identical with pieces in the engraving and show that more than one cast was struck from the master mould taken from any one member.
LITERATURE: British Library, Add. MS 34,048, ff. 12-14, Hamilton to Banks, letter dated 17 July 1781; Add. MS 34,048, f.17, letter dated 7 June 1784; Hamilton's account in a letter dated 30 December 1781 is published in Payne Knight, pp. 3-8 of the reprinted edition (ed. Garrison); Johns, p. 25, fig.11 (the Witt Collection pieces are illustrated here); Funnell, pp. 50-51; Carabelli (1996).; See also: Davis, W (2008), 'Wax tokens of libido: William Hamilton, Richard Payne Knight, and the phalli of Isernia' in Panzanelli (ed.) Ephemeral Bodies: Wax Sculpture and the Human Figure (Getty Research Institute: Los Angeles)",Johns 1982 / Sex or Symbol? Erotic Images of Greece and Rome; Jenkins & Sloan 1996 / Vases and Volcanoes - Sir William Hamilton and his collection,Not on display,"Exhibited:
2007 Oct 11-2008 Jan 27, London, Barbican Gallery, 'Seduced: the art of sex'",,religion/belief,,,,,Donated by: Dr George Witt,,,,1865,,,"Britain, Europe and Prehistory",,WITT.320,Miscellaneous number: 56 (Witt Collection MSS Catalogue -unknown (rust-brown label)); Miscellaneous number: W.320,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_23/1cc7e87e_c377_46d4_ad75_a3ba0180ab1d/preview_00273156_001.jpg,anatomical votive,No: WITT.319,,,,"Votive phallus; wax; leather-covered, wooden case lined with satin.",,,,,,,,18thC (?),Made in: Italy,Found/Acquired: Naples (city) (near);  Found/Acquired: Isernia (town),wax; leather; wood; textile,,,,"Length: 60 millimetres; Width: 34 millimetres At widest point ",,"The leather-covered case contains also WITT.320.
There is a rust brown label on the box with the no. 56,; Jenkins & Sloan 1996
Comment refers to M.560-64 (part) and Witt.319-20
St Cosmo's 'big toe'
Wax ex votos from Isernia, southern Italy 
On 17 July 1781 Sir William Hamilton wrote to Joseph Banks, President of the Royal   Society, notifying him that he had, as he thought, discovered 'the Cult of Priapus in as full vigour, as in the days of the Greeks and Romans, at Isernia in Abruzzo'. He goes on to  explain that the  cult consisted of an ancient festival in reverence of St Cosmo's 'big toe', a local euphemism for a phallus. It is not known what was meant exactly by this. Perhaps it was a relic of the saint, or another term for the wax models of male genitalia that were sold at the festival for dedication in the shrine.
Hamilton had got to hear of the 'cult' through an engineer who was supervising the construction of a new road through Isernia. Assuming the cult had its origins in antiquity, Sir William asked the governor of the town to make a search for evidence of an ancient temple hear St Cosmo's shrine. The search was fruitless, but a number of inscriptions were copied in the process, and Hamilton passed on a record of these to the Royal Society. He also sent a copy of the eye-witness report of the festival. This was subsequently published, with Sir William's explanation, by the Society of Dilettanti in a volume that principally consisted of a Discourse on the Worship of Priapus by Hamilton's younger contemporary Richard Payne Knight.
Sir William explains how an annual fair lasting three days was held at the shrine of SS Cosmo and Damiano. Relics of the saints were exposed and then carried in procession from the cathedral to the shrine: In the city, and at the fair, ex voti of wax, representing the male parts of generation, of various dimensions, some even of the length of a palm, are publicly offered for sale. There are also waxen vows, that represent other parts of the body mixed with them .... The devout distributers of the vows carry a basket full of them in one	hand, and hold a plate in the other to receive the money, crying aloud, 'St Cosmo and Damiano!' If you ask the price of one, the answer is, più ci metti, più meriti: 'The more you give, the more's the merit' ... The Vows are chiefly presented by the female sex, and they are seldom such as represent legs, arms, etc, but more commonly the male parts of regeneration. Hamilton goes on to explain how prayers are said as the votive is handed over. One woman was heard to say 'Blessed St Cosmo, let it be like this'. Other worshippers approach the great altar to receive unction with the oil of St Cosmo,  exposing the afflicted part of the body, 'not even excepting that which is most frequently represented by the ex voti'.
Hamilton had not himself been present at the festival proceedings and, between his first becoming aware of it and the Dilettanti Society's publication, the rites were suppressed by the local Catholic clergy. (Eventually Isernia itself was to be destroyed in an earthquake that struck the area on 26 July 1805.) Sir William did, however, manage to acquire  some  of the  wax  ex  votos.  He deposited five of these in the British Museum when he was in England in  1784, with instructions to the Revd Dr Paul Henry Maty,   Keeper  of Natural  and  Artificial Productions, to 'keep hands off of them'. The intentional irony of this remark shows that, although Sir William was in earnest about his claims to have discovered a survival of an ancient cult, and therefore wished to see the ex votos placed alongside his collection of ancient 'Priapi' in the Museum, he nonetheless saw the funny side of it all. Earlier he had signed a letter to Joseph Banks with the wish that his 'big toe' may never fail him.
No contemporary record in the Museum has been found of Sir William's gift, but a register compiled in the second part of the nineteenth century does include it. This document lists erotic objects principally in the collection of George Witt, presented to the Museum in   1865,  but also in other collections, Sir William's included.  It is noted that two, M.562 and M.563, were broken.
Subsequently, it seems, all five of these unusually fragile objects were reduced to fragments. Their original appearance can, however be seen in the engraving that formed the frontispiece to the Dilettanti Society's publication.
Sir William, it seems, was not the only collector to acquire examples of St Cosmo's 'big toe'. The Witt collection itself contains two (Witt.319-20) which are carefully preserved by virtue of the case made especially for them. These are identical with pieces in the engraving and show that more than one cast was struck from the master mould taken from any one member.
LITERATURE: British Library, Add. MS 34,048, ff. 12-14, Hamilton to Banks, letter dated 17 July 1781; Add. MS 34,048, f.17, letter dated 7 June 1784; Hamilton's account in a letter dated 30 December 1781 is published in Payne Knight, pp. 3-8 of the reprinted edition (ed. Garrison); Johns, p. 25, fig.11 (the Witt Collection pieces are illustrated here); Funnell, pp. 50-51; Carabelli (1996).; See also: Davis, W (2008), 'Wax tokens of libido: William Hamilton, Richard Payne Knight, and the phalli of Isernia' in Panzanelli (ed.) Ephemeral Bodies: Wax Sculpture and the Human Figure (Getty Research Institute: Los Angeles)",Johns 1982 / Sex or Symbol? Erotic Images of Greece and Rome; Jenkins & Sloan 1996 / Vases and Volcanoes - Sir William Hamilton and his collection,Not on display,"Exhibited:
2007 Oct 11-2008 Jan 27, London, Barbican Gallery, 'Seduced: the art of sex'",,religion/belief,,,,,Donated by: Dr George Witt,,,,1865,,,"Britain, Europe and Prehistory",,WITT.319,Miscellaneous number: W.319,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_14/81af4bc6_65cc_46a7_9b59_a3d900f65483/preview_01165156_001.jpg,architecture,No: null,,,,Marble architecture (or possibly sculptural) fragment. Probably element of Ionian Archaic marble architecture.,,,,,,,Archaic Greek,550BC - 480BC (?),Made in: Ionia (Greece) (?),Excavated/Findspot: Naukratis,marble,,,,Length: 5.60 centimetres; Thickness: 1.70 centimetres; Width: 3.10 centimetres,,"NA302 and NA303 are described by Koenigs (2007, 331) as elements of Ionian Archaic marble architecture.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt; Koenigs 2007 / Archaische griechische Bauteile,Not on display,,,,,,,,,,,,,,,External,,,Miscellaneous number: NA302 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_14/d007e427_7db8_4fe0_9d03_a3d900f66922/preview_01165165_001.jpg,architecture,No: null,,,,Marble architectural (or possibly sculptural) fragment. Traces of red paint. Probably element of Ionian Archaic marble architecture.,,,,,,,Archaic Greek; Classical Greek,550BC - 480BC (?),Made in: Ionia (Greece) (?),Excavated/Findspot: Naukratis,marble,,,painted,Length: 7.20 centimetres; Thickness: 2.90 centimetres; Width: 3.50 centimetres,,"Probably an arcitectural fragment. NA302 and NA303 are described by Koenigs (2007, 331) as elements of  Ionian Archaic marble architecture.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 3); Koenigs 2007 / Archaische griechische Bauteile,Not on display,,,,,,,,,,,,,,,External,,,Miscellaneous number: NA303 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/11_13/7297f6fd_1909_45ea_ab40_a3e000de9323/preview_01591304_001.jpg,aryballos,No: null,,,,"Glazed composition aryballos in the shape of the head of  an African, with the conventional concave aryballos mouth, intended for the application of oil, and a strap handle behind. Glaze pale blue of a fine texture, with dark glaze in spots on iris of eyes, core not visible. Facial features well modelled, with  oval  eyes outlined with raised lines.Nose short with broad nostrils, and short mouth with broad lips  Hair line clearly marked with a rounded downward curve over the forehead, and pushed back indentations at either side. No decoration visible on hair. Large ears which may have earrings fixed to lobes of ear. A well-conceived  depiction of an African black, with features which can be paralleled in other faience objects of the same period.",,,,,,,Archaic Greek,,,Excavated/Findspot: Naukratis (unlikely),glazed composition,,,,Height: 4.60 centimetres,,"Fairbanks gives Naukratis as the findspot, but the provenance is not assured.
Although this piece is most likely not from Naukratis itself, it nevertheless belongs with a number of other finely executed aryballoi, which form a distinct group within the sixth century faience industry. It is one of a range of mixed-style heads which have very finely observed features, and which display details of modelling which link them closely to the conventions of Saite sculpture. The best comparison is the glazed composition Achelous head aryballos from Kawa in Nubia, now Oxford Ashmolean, 1931.482. (Webb 1978, no 845; Boardman 1999, fig. 148, 127.) This displays the same shaped hair-line as the Boston piece, a shape which was considered typical of the black African, for it imitates the hair line of a closely shaven head, and  can also be seen on some of the moulds from the scarab factory at Naukratis, though in cruder form. (Petrie 1886, pl. XXXVIII, nos 8 & 9; Gorton fig.35, nos. 2 and 3 in top line.) However, since this second piece (from Kawa in Nubia) represents the bull-headed river god Achelous, the hair line is stretched right down to the beard and neck.  The modelling of the face, particularly the eyes, is very subtle, and like our Boston head, can only find adequate comparisons with Saite sculpture (Bothmer 1960, figs. 65-67, pls. 28-9, and passim.) Other features are the elongated, almond shaped eyes, with projecting cosmetic lines at the outer corners, while the perforation holes at either side of the mouth have parallels with both Egyptian sculpture (Dows Dunham 1950, Canopic head vase, Ku 16. 19.3, 573, pl. 37, F.) and Egyptian contemporary work in glass (Journal of Glass Studies, 2 (1960), fig. 14, p. 22-3.)
Other related pieces, also with depictions of  black African heads, are the glazed composition vases in the form of a Nubian and a Syrian head, back to back (Webb 1978, nos. 874, 875). However, these are not such finely modelled studies, although there is the same hair line, here with the addition of internal detail represented as of African type with incised squares/diamonds and a central dot in each cell. One of the two wears circular earrings, as suspected for the Boston piece (Webb 1978, 875, pl. XX) and facial features are similarly if more crudely represented.
 Other pieces can also be compared with our black African head- a group of vases where a girl's head is combined with various monsters. (Webb 1978, 131, nos 880-883.) These include (in the depiction of the girl) cosmetic lines on the eyes, a mouth with perforations at either corner, and carefully modelled ears. There is also a series of helmeted head aryballoi. (Webb 1978, nos. 840-844) which similarly have almond shaped eyes, and charmingly combine Greek-style helmets with Egyptian decoration.
To sum up,  the Boston aryballos in the form of the head of a Black African belongs with a finely modelled group of head vases, which are part of the sixth century faience aryballoi industry, and demonstrate close links with Egyptian sculpture of the Saite period. They are distributed in both Egypt, Cyprus, Rhodes, Aigina, and Italy as well as probable Black Sea sites.We should not be wrong in assigning these to  workshops established in a part of Egypt where Greek influence was strong, but was willingly mixed with local traditions, and where trading links with the Mediterranean were vibrant.  
Unfortunately, we have no dated contexts for any of these aryballoi. We can only suggest that there are stylistic links with the cartouched aryballoi, which although they appear to bear the cartouche Wa ib re (Apries) (589-570) may in fact be dated to the second quarter of the sixth century.; Aryballoi in faience are a rare find in Naukratis. Amongst the four hedgehog aryballoi said to come from Naukratis, only BM 1886.0401.1501 can be assuredly assigned to the site (Webb 1978, 133, no. 905, pl. 21), while the provenance of the aryballoi kept in Edinburgh, Copenhagen and New York is highly doubtful (Webb forthcoming). To the British Museum specimen can be added two fragments of spherical aryballoi kept at the Museum of Fine Arts in Boston (Eg.Inv.3623-3624). 
All these examples of finds actually made on the site of Naukratis demonstrate the poor conditions of preservation which prevailed there -either due to damp and their making up part of what were rubbish dumps in antiquity, or the damage caused by the conditions prevailing in the 1880's when the Sebakhin were extracting the rich soil for fertiliser. Their fragmentary condition makes it even less likely that complete examples  can be assigned a findspot from Naukratis itself, although this does not rule out the possibility of their manufacture there. See the comment on fragmentary hedgehog aryballoi noted by Edgar in piles of rubbish near the scarab factory. (Hogarth 1905, 134). 
Such containers were very popular in the Mediterranean world especially during the 6th century BC and belong to the Phase III in the Archaic Greek Faience typology by Webb (Webb 1978, 133–5; Webb forthcoming; Pierrat-Bonnefois forthcoming). Apart Naukratis, other Egyptian sites provided aryballoi in faience, such as Tell el Yehudiyeh and Thebes (Webb 1978, nos 907–915).
Pierrat-Bonnefois, G. forthcoming, Some remarks on the place of Naukratis in the history of faience, Proceedings of the first Naukratis workshop, held at the British Museum 16th–17th December 2011, ed. R. Thomas.
Webb, V. 1978, Archaic Greek Faience: Miniature Scent Bottles and related Objects from East Greece, 650 - 500 B.C., Warminster.
Webb, V. forthcoming, Faience finds from Naukratis and their implications for the chronology of the site, in R. Thomas (ed.) forthcoming. Naukratis in Context I: The Nile Delta as a Landscape of Connectivity. Proceedings of the First Naukratis Project Workshop held at The British Museum 16th –17th December 2011.","Fairbanks 1928 / Early Vases preceding Athenian Black Figure Ware; Webb 1978 / Archaic Greek Faience, Miniature scent bottles and related objects from East Greece, 650-500BC; Villing et al 2013-2015 / Naukratis: Greeks in Egypt",Not on display,,,african; black,,,,,,,,"Currently owned by: Museum of Fine Arts, Boston",,,,External,,,Miscellaneous number: 03.835 (Accession Number),,
